designator,type,upper,lower,name,id,2019,2024
VECF,FIR,,0.0,Kolkata FIR,54c08e47,0.1722420442413449,0.3329548139547866
VGFR,FIR,,0.0,Dhaka FIR,4c4f9087,0.013954697254878,0.0498841261209134
VHHK,FIR,,0.0,Hong Kong FIR,d35974dd,0.0785992890032433,0.0973559461385489
VIDF,FIR,,0.0,Delhi FIR,1e1bb7b2,0.0525780609072941,0.0394495025395708
VLVT,FIR,,0.0,Vientiane FIR,e3349bfa,0.0601696301882531,0.0819620843974468
VNSM,FIR,,0.0,Kathmandu FIR,be871f7d,0.0042187485775549,0.0010469796932277
VOMF,FIR,,0.0,Chennai FIR,2f071a2a,0.7369407063902123,0.988638041521429
VRMF,FIR,,0.0,Male FIR,df147211,0.0402642980567116,0.0544729958773634
VTBB,FIR,,0.0,Bangkok FIR,b68e06b1,0.3200726227873577,0.5037167909189757
VVTS,FIR,,0.0,Ho Chi Minh FIR,bb2062dc,0.5223222449608794,0.6647961578347219
VVVV,FIR,,0.0,Hanoi FIR,644d3169,0.0218314591666497,0.0281174547077995
VYYF,FIR,,0.0,Yangon FIR,7deb2fed,0.1616998671687469,0.2645880062708589
WAAF,FIR,,0.0,U-Jung Pandang FIR,4594853a,0.638154478346448,0.6459126557370481
WBFC,FIR,,0.0,Kota Kinabalu FIR,a6f40505,0.1129669947909183,0.1723605755159589
WIIF,FIR,,0.0,Jakarta FIR,808ca7a3,0.9945093267886204,1.0652016907056143
WMFC,FIR,,0.0,Kuala Lumpur FIR,cf7e97e8,0.3305501923941136,0.4719497953321814
WSJC,FIR,,0.0,Singapore FIR,bf71c7e1,0.4981944537882725,0.6348206110972527
,NO_FIR,,0.0,,9e6d97bb,0.0029463320708072,0.0013993316284331
YBBB,FIR,,0.0,Brisbane FIR,f299aa84,0.2339400982489452,0.3461409059656937
YMMM,FIR,,0.0,Melbourne FIR,ef6ef37a,0.3887003877481566,0.3383202064852671
ZBPE,FIR,,0.0,Beijing FIR,1f1e5446,0.1807775342224368,0.2548616086592694
ZGZU,FIR,,0.0,Guangzhou FIR,6e75053d,0.0555224312228533,0.0757617476703507
ZHWH,FIR,,0.0,Wuhan FIR,9b2f1ced,0.0586869441164936,0.0454060950458222
ZJSA,FIR,,0.0,Sanya FIR,9080f3cd,0.0997115556792608,0.1374722482677911
ZKKP,FIR,,0.0,Pyongyang FIR,c9c55dc8,0.0511588227324024,0.0565515439000635
ZLHW,FIR,,0.0,Lanzhou FIR,5c1d69f9,0.1840065181865499,0.4743497652488195
ZMUB,FIR,,0.0,Ulaanbaatar FIR,eb1b6feb,0.4637734006163041,0.4740579209697079
ZPKM,FIR,,0.0,Kunming FIR,ab753d0e,0.0397388140395187,0.0560970851248411
ZSHA,FIR,,0.0,Shanghai FIR,d1652082,0.217567281861807,0.1994008806978813
ZWUQ,FIR,,0.0,Urumqi FIR,ed640a57,0.3603637518884755,0.7770627619332319
ZYSH,FIR,,0.0,Shenyang FIR,f3660654,0.242754506554207,0.2404267208514527
